环指僵硬,无名指僵硬
结核变态反应性关节炎综合征,Poncet综合征
结核风湿症,Poncet综合征
九里热,Q热
柯克斯体病,Q热
寇热,Q热
Q fever,Q热
尿道炎性关节炎,Reiter综合征
瑞特综合征,Reiter综合征
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,SAPHO综合征
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合症,SAPHO综合征
滑膜炎-痤疮-脓疱病-骨肥厚-骨髓炎综合征,SAPHO综合征
SARS的胃肠道传染,SARS的胃肠道感染
SARS的消化道传染,SARS的胃肠道感染
SARS的消化道感染,SARS的胃肠道感染
Silver-Russell Syndrome,Silver-Russell综合征
STEMI,ST段抬高型心肌梗死
Terrien角膜边缘变性,Terrien角膜边缘性变性
角膜周边部沟状变性,Terrien角膜边缘性变性
扩张性角膜营养不良,Terrien角膜边缘性变性
胶质瘤息肉病综合征,Turcot综合征
恶性网状细胞病,T细胞淋巴瘤
恶性组织细胞病,T细胞淋巴瘤
恶性组织细胞增多症,T细胞淋巴瘤
恶性组织细胞增生症,T细胞淋巴瘤
恶组,T细胞淋巴瘤
非白血病网状内皮细胞增生症,T细胞淋巴瘤
淋巴网状肿瘤病,T细胞淋巴瘤
网状细胞白血病,T细胞淋巴瘤
组织细胞性髓性网状细胞增生症,T细胞淋巴瘤
Von Hippel–Lindau 综合症,vhl综合征
Von Hippel–Lindau综合症,vhl综合征
VIP 瘤,VIP瘤
uveoencephalitis综合征,Vogt-小柳原田综合征
Vogt-Koyanagi-Harada综合征,Vogt-小柳原田综合征
Vogt-Koyanai-Halada综合征,Vogt-小柳原田综合征
Vogt-小柳-原田综合征,Vogt-小柳原田综合征
Vogt-小柳原田综合症,Vogt-小柳原田综合征
伏格特-小柳-原田三氏综合征,Vogt-小柳原田综合征
伏格特-小柳-原田综合征,Vogt-小柳原田综合征
弥漫性色素膜,Vogt-小柳原田综合征
葡萄膜大脑炎综合征,Vogt-小柳原田综合征
葡萄膜脑膜脑炎综合征,Vogt-小柳原田综合征
色素膜脑膜脑炎,Vogt-小柳原田综合征
色素膜-脑膜炎,Vogt-小柳原田综合征
神经-全葡萄膜炎综合征,Vogt-小柳原田综合征
特发性葡萄膜大脑炎,Vogt-小柳原田综合征
小柳-原田综合症,Vogt-小柳原田综合征
眼-脑-耳-皮综合征,Vogt-小柳原田综合征
Vogt-Koyanagi-Harada Disease,Vogt-小柳原田综合征
沃格特-小柳-原田病,Vogt-小柳原田综合征
Wegner肉芽肿伴发的色素膜炎,Wegner肉芽肿伴发的葡萄膜炎
中线坏死性肉芽肿伴发的葡萄膜炎,Wegner肉芽肿伴发的葡萄膜炎
中线坏死性肉芽肿伴发的色素膜炎,Wegner肉芽肿伴发的葡萄膜炎
短指-球状晶体综合征,Weill-Marchesani综合征
先天性中胚层发育异常营养障碍,Weill-Marchesani综合征
Whitfield硬结红斑,Whitfield硬红斑
X-连锁淋巴增生症,X连锁淋巴组织增生性疾病
X-linked Lymphoproliferative Disease,X连锁淋巴组织增生性疾病
X-linked Ldrenoleuko Dystrophy,X-连锁肾上腺脑白质营养不良
Bruton综合征,X连锁无丙种球蛋白血症
X-连锁无丙种球蛋白血症,X连锁无丙种球蛋白血症
X-linked Agammaglobulinemia,X连锁无丙种球蛋白血症
X-综合征,X综合征
微血管心绞痛,X综合征
微血管型心绞痛,X综合征
微血管性心绞痛,X综合征
心脏X综合征,X综合征
酒精中毒高脂血症溶血综合征,Zieve综合征
α-1 抗胰蛋白酶缺乏症,α-1抗胰蛋白酶缺乏症
α1抗胰蛋白酶缺乏症,α-1抗胰蛋白酶缺乏症
α地中海贫血,α型地中海贫血
α-地中海贫血,α型地中海贫血
Alpha Thalassemia,α型地中海贫血
β-受体反应性亢进状态,β受体亢进症
β-受体过敏症,β受体亢进症
β-受体亢进症,β受体亢进症
高动力心脏综合征,β受体亢进症
高动力性乙型受体循环状态,β受体亢进症
交感神经β-受体,β受体亢进症
特发性高动力心脏综合征,β受体亢进症
特发性高动力循环状态,β受体亢进症
特发性高动能症,β受体亢进症
特发性高心排除状态,β受体亢进症
特发性循环功能亢进症,β受体亢进症
心脏β-受体亢进综合征,β受体亢进症
血管调节无力症,β受体亢进症
β受体过敏综合征,β受体亢进综合征
β受体亢进综合征[β受体过敏综合征],β受体亢进综合征
Beta-ketathiolase Deficiency,β-酮硫解酶缺乏症
β地中海贫血,β型地中海贫血
β-地中海贫血,β型地中海贫血
δ-储存池病,δ-贮存池病
δ-贮存库病,δ-贮存池病
Alzheimer型老年性痴呆,阿尔茨海默病
阿尔采末病,阿尔茨海默病
阿尔采末病性痴呆,阿尔茨海默病
阿尔采默病性痴呆,阿尔茨海默病
阿尔茨海默病性痴呆,阿尔茨海默病
阿耳茨海默病性痴呆,阿尔茨海默病
老年痴呆,阿尔茨海默病
老年前期痴呆,阿尔茨海默病
老年性痴呆,阿尔茨海默病
早老性痴呆,阿尔茨海默病
阿根廷和玻利维亚出血热,阿根廷出血热
箍指病,阿洪病
箍趾病,阿洪病
指(趾)断症,阿洪病
指断症,阿洪病
趾断症,阿洪病
自发性断趾病,阿洪病
自发性指(趾)脱离症,阿洪病
自发性指(趾)脱落,阿洪病
自发性指脱离症,阿洪病
自发性指脱落,阿洪病
自发性趾脱离症,阿洪病
自发性趾脱落,阿洪病
Axenfeld-Rieger异常,阿克森费尔德-里格尔综合征
Axenfeld-Rieger综合征,阿克森费尔德-里格尔综合征
Axenfeld-Rieger综合症,阿克森费尔德-里格尔综合征
阿克森费尔德-里格尔综合症,阿克森费尔德-里格尔综合征
Alagille综合征,阿拉杰里综合征
阿拉杰里综合征[Alagille综合征],阿拉杰里综合征
Alagille Syndrome,阿拉杰里综合征
阿拉吉尔综合征,阿拉杰里综合征
阿米巴感染,阿米巴病
阿米巴原虫病,阿米巴病
Apert综合征,阿佩尔综合征
并指型尖头综合征,阿佩尔综合征
尖头并指畸形,阿佩尔综合征
尖头并指综合征,阿佩尔综合征
阿佩尔综合征[Apert综合征],阿佩尔综合征
Apert Syndrome,阿佩尔综合征
阿片类药物中毒,阿片类中毒
阿片中毒,阿片类中毒
Widal综合征,阿司匹林不耐受三联征
阿司匹林耐受不良三联征,阿司匹林不耐受三联征
阿斯匹林诱发性哮喘,阿司匹林诱发哮喘
Asperger综合征,阿斯珀格综合征
埃斯科瓦尔综合征,阿斯珀格综合征
阿斯珀格综合征[Asperger综合征],阿斯珀格综合征
Asherman’s Syndrome,阿谢曼综合征
创伤性闭经综合征,阿谢曼综合征
埃博拉病毒感染,埃博拉病毒病
埃博拉病毒性疾病,埃博拉病毒病
埃博拉出血热,埃博拉病毒病
Ebstein病,埃布斯坦畸形
Ebstein畸形,埃布斯坦畸形
埃勃斯坦畸形,埃布斯坦畸形
埃布斯坦畸形[Ebstein畸形],埃布斯坦畸形
埃布斯坦综合征,埃布斯坦畸形
埃布斯坦综合症,埃布斯坦畸形
艾勃斯坦畸形,埃布斯坦畸形
三尖瓣下移,埃布斯坦畸形
三尖瓣下移畸形,埃布斯坦畸形
先天性三尖瓣下移畸形,埃布斯坦畸形
尿路血吸虫病,埃及血吸虫病
膀胱血吸虫病,埃及血吸虫病
泌尿道血吸虫病,埃及血吸虫引起的血吸虫病
肠性细胞致病性人类孤独型病毒感染,埃可病毒感染
人肠道细胞病变孤儿病毒感染,埃可病毒感染
人肠道致细胞病变孤儿病毒感染,埃可病毒感染
致肠细胞病变人孤儿病毒感染,埃可病毒感染
Ehlers-Danlos综合征,埃勒斯-当洛斯综合征
Meekein-Ehlers-Danlos综合征,埃勒斯-当洛斯综合征
埃-当二氏综合征,埃勒斯-当洛斯综合征
埃莱尔-当洛综合征,埃勒斯-当洛斯综合征
埃莱尔-当洛综合症,埃勒斯-当洛斯综合征
埃勒斯-当洛综合征,埃勒斯-当洛斯综合征
艾-荡综合征,埃勒斯-当洛斯综合征
弹力过度性皮肤,埃勒斯-当洛斯综合征
皮肤弹力过度综合征,埃勒斯-当洛斯综合征
皮肤弹性过度综合征,埃勒斯-当洛斯综合征
全身弹力纤维发育异常症,埃勒斯-当洛斯综合征
先天性结缔组织发育不全综合征,埃勒斯-当洛斯综合征
埃勒斯-当洛斯综合征[Ehlers-Danlos综合征],埃勒斯-当洛斯综合征
Ehlers Danlos Syndromes,埃勒斯-当洛斯综合征
埃里希体病,埃利希体病
埃立克体,埃利希体病
埃利希菌病,埃利希体病
埃利希氏体病,埃利希体病
Evans Syndrome,埃文斯综合征
伊凡斯(氏)综合征,埃文斯综合征
自身免疫性溶血性贫血伴血小板减少综合征,埃文斯综合征
脑膜癌病（MC）,癌性脑膜炎
硬脑膜转移瘤,癌性脑膜炎
癌痛,癌性疼痛
癌症伴发的精神病,癌症伴发的精神障碍
癌症伴发的精神错乱,癌症伴发的精神障碍
癌症伴发的精神紊乱,癌症伴发的精神障碍
Adie瞳孔,艾迪氏综合征
艾迪氏综合征[Adie瞳孔],艾迪氏综合征
Eisenmenger Syndrome,艾森曼格综合征
艾森门格综合征,艾森曼格综合征
HIV 感染,艾滋病
HIV感染,艾滋病
艾滋病[获得性免疫缺陷综合征],艾滋病
获得性免疫功能丧失症,艾滋病
获得性免疫缺陷综合征,艾滋病
获得性免疫缺陷综合症,艾滋病
口底皮样囊肿,爱泼斯坦小结
爱泼斯坦小结[口底皮样囊肿],爱泼斯坦小结
氨基酸病,氨基酸代谢病
氨基酸尿症,氨基酸代谢病
先天性酶缺陷,氨基酸代谢紊乱
鞍上脑膜瘤,鞍结节脑膜瘤
鞍上胚胎细胞瘤,鞍上生殖细胞瘤
鞍上胚胎组织瘤,鞍上生殖细胞瘤
弓形子宫,鞍状子宫
Oddi括约肌异常,奥迪括约肌功能异常
奥狄括约肌功能异常,奥迪括约肌功能异常
奥狄氏括约肌异常,奥迪括约肌功能异常
胆道口括约肌异常,奥迪括约肌功能异常
Alport 综合征,奥尔波特综合征
Alport综合征,奥尔波特综合征
Alport综合症,奥尔波特综合征
阿尔鲍特综合征,奥尔波特综合征
奥尔波特综合征[Alport综合征],奥尔波特综合征
Alport Syndrome,奥尔波特综合征
Aarskog综合征,奥斯科格综合征
奥斯科格综合征[Aarskog综合征],奥斯科格综合征
Aarskog Syndrome,奥斯科格综合征
梨浆虫病,巴贝虫病
Babesiosis,巴贝虫病
Barton骨折,巴顿骨折
桡骨远端背侧骨折,巴顿骨折
Carrion病,巴尔通体病
巴尔通体感染,巴尔通体病
杆菌状巴尔通氏体感染,巴尔通体病
杆菌状巴尔通体感染,巴尔通体病
杆菌状巴通体感染,巴尔通体病
卡里翁病,巴尔通体病
人巴通体病,巴尔通体病
Bartonellosis,巴尔通体病
卡里翁氏病,巴尔通体病
Barrett食管,巴雷特食管
Barrett食管炎,巴雷特食管
巴雷特氏食管,巴雷特食管
食管下段粘膜柱状上皮化,巴雷特食管
类结节症,巴斯德菌病
巴斯德氏菌肺炎,巴斯德菌肺炎
Bartter综合征,巴特综合征
巴特尔综合征,巴特综合征
巴特综合征[Bartter综合征],巴特综合征
巴特综合症,巴特综合征
慢性特发性低钾血症,巴特综合征
肾小球旁器增生综合征,巴特综合征
先天性醛固酮增多症,巴特综合征
Bartter’s Syndrome,巴特综合征
血压正常性醛固酮增多综合征,巴特综合征
巴西紫癜热,巴西紫热
拔毛发狂,拔毛狂
拔毛发癖,拔毛狂
拔毛癖,拔毛狂
拔毛狂[拔毛癖],拔毛狂
Trichotillomania,拔毛狂
白大衣性高血压,白大衣高血压
白斑,白癜风
白斑病,白癜风
白斑风,白癜风
白驳风,白癜风
白癜,白癜风
皮肤白斑,白癜风
白发症,白发
灰发,白发
灰发症,白发
膜性结膜炎,白喉性结膜炎
眼-皮肤白化病,白化病
Albinism,白化病
三中热,白蛉热
Behcet病,白塞病
behcet病,白塞病
Behcet三联征,白塞病
Behcet综合征,白塞病
Halush-Behcet综合征,白塞病
Touraine口疮病,白塞病
贝赫切特病,白塞病
白塞病[behcet病],白塞病
白塞氏病,白塞病
白塞综合征,白塞病
白赛综合征,白塞病
贝赫切特氏病,白塞病
贝赫切特综合征,白塞病
贝切特病,白塞病
贝切特氏病,白塞病
狐惑,白塞病
口、眼、生殖器三联征,白塞病
口-眼-生殖器综合征,白塞病
皮质-黏膜-眼综合征,白塞病
前房积脓及口腔与阴部溃疡,白塞病
丝绸之路病,白塞病
眼-口-生殖器三联综合征,白塞病
眼-口-生殖器综合征,白塞病
Behçet’s Syndrome,白塞病
白塞氏综合征,白塞病
贝赫切特病伴发的精神障碍,白塞病伴发的精神障碍
贝切特病伴发的精神障碍,白塞病伴发的精神障碍
神经型白塞病,白塞病伴发的精神障碍
眼-口腔-生殖器三联症伴发的精神障碍,白塞病伴发的精神障碍
Behcet病性巩膜炎,白塞病性巩膜炎
贝切特病性巩膜炎,白塞病性巩膜炎
贝切特氏病性巩膜炎,白塞病性巩膜炎
白色海绵状痣,白色海绵状斑痣
白色皱襞性齿龈斑,白色海绵状斑痣
白色皱襞性齿龈口腔炎,白色海绵状斑痣
白色皱襞性龈口炎,白色海绵状斑痣
白皱褶病,白色海绵状斑痣
家族性白色皱襞黏膜增生,白色海绵状斑痣
家族性黏膜白色皱襞发育异常,白色海绵状斑痣
坎农综合征,白色海绵状斑痣
口白角化病,白色海绵状斑痣
口厚皮病,白色海绵状斑痣
口腔黏膜痣样肥厚角化,白色海绵状斑痣
口腔上皮痣,白色海绵状斑痣
黏膜白色海绵痣,白色海绵状斑痣
黏膜白色海绵状痣,白色海绵状斑痣
软性白斑,白色海绵状斑痣
先天性白色角化症,白色海绵状斑痣
白屑风,白色糠疹
吹花癣,白色糠疹
单纯糠疹,白色糠疹
链球菌性红斑,白色糠疹
链球菌性糠疹,白色糠疹
面部干性糠疹,白色糠疹
桃花癣,白色糠疹
腹上疝,白线疝
白血病伴发的精神病,白血病伴发的精神障碍
白血病伴发的精神错乱,白血病伴发的精神障碍
白血病伴发的精神紊乱,白血病伴发的精神障碍
白细胞组织增生症视网膜病变,白血病视网膜病变
血癌视网膜病变,白血病视网膜病变
疫咳,百日咳
败血病,败血症
菌血症,败血症
Plague,败血症型鼠疫
败血性鼠疫,败血症型鼠疫
圣西巴斯提恩(氏)病,败血症型鼠疫
板机状指,扳机指
弹拨指,扳机指
弹响指,扳机指
手指屈肌腱鞘炎,扳机指
狭窄性腱鞘炎,扳机指
静脉高压症,班替氏综合征
慢性充血性脾大症,班替氏综合征
Banti’s Syndrome,班替综合征
慢性充血性脾肿大综合征,班替综合征
丑角样鱼鳞病,斑色胎
丑胎,斑色胎
花斑胎,斑色胎
胎儿鱼鳞病,斑色胎
先天性鱼鳞癣胎儿,斑色胎
Alopecia Areata,斑秃
蜱媒介的立克次体病,斑疹热
斑疹热[蜱媒介的立克次体病],斑疹热
斑疹伤寒立克次氏体肺炎,斑疹伤寒立克次体肺炎
流行性斑疹伤寒立克次氏体肺炎,斑疹伤寒立克次体肺炎
流行性普氏立克次氏体肺炎,斑疹伤寒立克次体肺炎
普氏立克次体肺炎,斑疹伤寒立克次体肺炎
斑点雀斑样痣,斑痣
Marjolin溃疡,瘢痕癌
恶性溃疡,瘢痕癌
瘢痕瘤,瘢痕疙瘩
瘤样瘢痕,瘢痕疙瘩
蟹状肿,瘢痕疙瘩
蟹足肿,瘢痕疙瘩
疤痕性秃发,瘢痕性脱发
瘢痕性毛发缺失,瘢痕性脱发
鬼舐头,瘢痕性脱发
鬼剃头,瘢痕性脱发
局限性脱发,瘢痕性脱发
油风,瘢痕性脱发
圆秃,瘢痕性脱发
圆形脱发,瘢痕性脱发
瘢痕性脱发[瘢痕性毛发缺失],瘢痕性脱发
片层状鱼鳞癣,板层状鱼鳞病
隐性遗传先天性鱼鳞病样红皮病,板层状鱼鳞病
"Ichthyosis, Lamellar",板层状鱼鳞病
半乳糖血,半乳糖血症
Galactosemia,半乳糖血症
半月板损伤,半月板变性
spigelian疝,半月线疝
侧腹壁疝,半月线疝
斯皮格耳疝,半月线疝
斯皮格耳氏疝,半月线疝
半脊椎畸形,半椎体畸形
异位激素综合征,伴瘤内分泌综合征
异源内分泌综合征,伴瘤内分泌综合征
兰道-克勒夫纳综合征,伴有癫痫的后天性失语
CADASIL病,伴有皮质下梗死和白质脑病的常染色体显性遗传性脑动脉病
伴脂肪瘤性痣的皱折皮肤,伴有脂肪瘤样痣的褶皱皮肤
散发性包涵体肌炎,包涵体肌炎与遗传性包涵体肌病
包涵体结膜炎,包涵体性结膜炎
副沙眼,包涵体性结膜炎
包皮包茎阴茎,包皮包茎
嵌顿包茎,包皮嵌顿
侧孢病霉,孢子丝菌病
细胞内分枝杆菌感染,胞内分枝杆菌感染
Leopard综合征,豹皮综合征
豹皮综合征[Leopard综合征],豹皮综合征
Bowen样丘疹病,鲍温样丘疹病
伴原位变化的色素阴茎丘疹,鲍温样丘疹病
多中心性色素性鲍温病,鲍温样丘疹病
可逆性女阴异型,鲍温样丘疹病
生殖器多中心鲍温病,鲍温样丘疹病
电击性痤疮,暴发性痤疮
发热性溃疡性痤疮,暴发性痤疮
菌血症性集簇性痤疮,暴发性痤疮
系统性痤疮,暴发性痤疮
暴发性肝功能衰竭,暴发性肝衰竭
暴发性紫瘢,暴发性紫癜
出血性紫癜,暴发性紫癜
坏疽性紫癜,暴发性紫癜
坏死性紫癜,暴发性紫癜
色素性血管炎,暴发性紫癜
兔眼性角膜溃疡,暴露性角膜炎
兔眼性角膜炎,暴露性角膜炎
爆裂性眶底骨折,爆裂性眼眶骨折
眶底爆折,爆裂性眼眶骨折
眶底骨折综合征,爆裂性眼眶骨折
眼眶击出性骨折,爆裂性眼眶骨折
冲击伤,爆震伤
间断脉冲噪音损伤,爆震性耳聋
北亚斑点热,北亚蜱传斑点热
北亚立克次氏体斑疹热,北亚蜱传斑点热
北亚立克次体斑疹热,北亚蜱传斑点热
北亚蜱传斑疹伤寒,北亚蜱传斑点热
北亚蜱媒立克次体病,北亚蜱传斑点热
北亚热,北亚蜱传斑点热
西伯利亚立克次氏体斑疹热,北亚蜱传斑点热
西伯利亚立克次体斑疹热,北亚蜱传斑点热
Bernard-Soulier综合征,贝尔纳德-苏利耶综合征
巨大血小板病,贝尔纳德-苏利耶综合征
贝尔纳德-苏利耶综合征[Bernard-Soulier综合征],贝尔纳德-苏利耶综合征
Bernard-Soulier Syndrome,贝尔纳德-苏利耶综合征
伯-苏综合征,贝尔纳德-苏利耶综合征
巨血小板综合征,贝尔纳德-苏利耶综合征
贝壳甲综合症,贝壳甲综合征
壳甲综合征,贝壳甲综合征
Becker色素性毛痣,贝克痣
Becker痣,贝克痣
贝克尔痣,贝克痣
色素性毛表皮痣,贝克痣
麻痹性贝类中毒,贝类中毒
背部弹力蛋白纤维瘤,背部弹力纤维瘤
贲门痉挛,贲门弛缓不能
贲门失弛缓症,贲门弛缓不能
Achalasia,贲门失弛缓
苯丙氨酸羟化酶缺乏症,苯丙酮尿症
苯酮尿症,苯丙酮尿症
Phenylketouria,苯丙酮尿症
Phenylketonuria,苯丙酮尿症
苯丙酮酸尿,苯丙酮尿症
鼻孢子虫病,鼻孢子菌病
鼻腔穿破性毛囊炎,鼻部穿通性毛囊炎
穿孔性鼻腔毛囊炎,鼻部穿通性毛囊炎
穿破性鼻腔毛囊炎,鼻部穿通性毛囊炎
鼻窦扁平细胞癌,鼻窦鳞状细胞癌
