天泉乐欣,18种氨基酸注射液
依安欣,醋氨己酸锌胶囊
安易,醋氨己酸锌胶囊
常为康,醋氨己酸锌胶囊
卫可欣,醋氨己酸锌片
尼目克司,醋甲唑胺片
舒麦,醋柳黄酮片
分可靖,醋氯芬酸肠溶胶囊
济力达,醋氯芬酸肠溶片
维朴芬,醋氯芬酸肠溶片
爱芬,醋氯芬酸肠溶片
莱亿芬,醋氯芬酸分散片
喜力特,醋氯芬酸胶囊
贝速清,醋氯芬酸胶囊
贝速清,醋氯芬酸片
美诺芬,醋氯芬酸片
泽珂,醋酸阿比特龙片
和双,醋酸阿托西班注射液
依保,醋酸阿托西班注射液
星安忆,醋酸奥曲肽注射液
启文,醋酸奥曲肽注射液
善得定针,醋酸奥曲肽注射液
善宁,醋酸奥曲肽注射液
依普比善,醋酸奥曲肽注射液
益谱柠,醋酸奥曲肽注射液
生奥定,醋酸奥曲肽注射液
和奇,醋酸奥曲肽注射液
护宁,醋酸奥曲肽注射液
力尔宁,醋酸奥曲肽注射液
力特辛,醋酸奥曲肽注射液
太若坦,醋酸奥曲肽注射液
意可贴,醋酸地塞米松粘贴片
肤轻松,醋酸氟轻松软膏
诺雷得,醋酸戈舍瑞林缓释植入剂
欧加利,醋酸加尼瑞克注射液
佳迪,醋酸甲地孕酮分散片
艾诺克,醋酸甲地孕酮分散片
宜利治,醋酸甲地孕酮分散片
曼婷 ,醋酸甲地孕酮分散片
佳迪,醋酸甲地孕酮胶囊
爱克,醋酸甲地孕酮胶囊
米托索,醋酸甲地孕酮胶丸
梅格施,醋酸甲地孕酮片
米托索,醋酸甲地孕酮软胶囊
倍恩,醋酸甲羟孕酮分散片
曼普斯同,醋酸甲羟孕酮分散片
安宫黄体酮,醋酸甲羟孕酮片
法禄达,醋酸甲羟孕酮片
狄波－普维拉,醋酸甲羟孕酮注射液
迪波盖斯通,醋酸甲羟孕酮注射液
百力特,醋酸泼尼松龙滴眼液
去炎松尿素,醋酸曲安奈德尿素乳膏
去炎松尿素霜,醋酸曲安奈德软膏
扶严宁,醋酸曲安奈德益康唑乳膏
吉佰芙 ,醋酸曲安奈德益康唑乳膏
翰生,醋酸曲普瑞林注射液
达必佳,醋酸曲普瑞林注射液
金磊,醋酸曲普瑞林注射液
依他停,醋酸去氨加压素鼻喷雾剂
依他停,醋酸去氨加压素滴鼻液
和悦,醋酸去氨加压素片
弥凝,醋酸去氨加压素片
依他停,醋酸去氨加压素片
和宜,醋酸去氨加压素注射液
依他停,醋酸去氨加压素注射液
翰固,醋酸去氨加压素注射液
弥柠,醋酸去氨加压素注射液
泰毕全,达比加群酯胶囊
法安明,达肝素钠注射液
达美康,格列齐特缓释片
炔睾醇,达那唑胶囊
施达赛,达沙替尼片
大黄苏打片,大黄碳酸氢钠片
盼尔来福,大流行流感病毒灭活疫苗
川参通,丹参川芎嗪注射液
恤彤（丹参川芎嗪注射液）,丹参川芎嗪注射液
威澳,丹参川芎嗪注射液
诺新康,丹参酮ⅡA磺酸钠注射液
欣诺邦盛,丹参酮ⅡA磺酸钠注射液
海德威,丹桂香颗粒
倍通,丹红注射液
久金,丹黄祛瘀胶囊
博司捷,单唾液酸四己糖神经节苷脂钠注射液
澳苷,单唾液酸四己糖神经节苷脂钠注射液
申捷,单唾液酸四己糖神经节苷脂钠注射液
施捷因,单唾液酸四己糖神经节苷脂钠注射液
重塑杰,单唾液酸四己糖神经节苷脂钠注射液
赛典,单唾液酸四己糖神经节苷脂钠注射液
欣康,单硝酸异山梨酯分散片
伊索曼,单硝酸异山梨酯分散片
瑞德明,单硝酸异山梨酯缓释胶囊
艾司莫,单硝酸异山梨酯缓释胶囊
伊迈清,单硝酸异山梨酯缓释胶囊
德瑞宁,单硝酸异山梨酯缓释胶囊（Ⅱ）
艾狄莫尼,单硝酸异山梨酯缓释胶囊(Ⅲ)
异乐定,单硝酸异山梨酯缓释胶囊(Ⅳ)
依姆多,单硝酸异山梨酯缓释片
索尼特,单硝酸异山梨酯缓释片
再佳,单硝酸异山梨酯缓释片
延诺信,单硝酸异山梨酯缓释片
宏达,单硝酸异山梨酯缓释片
欣康,单硝酸异山梨酯缓释片
易欣建,单硝酸异山梨酯缓释片
艾同 ,单硝酸异山梨酯缓释片
富欣恬,单硝酸异山梨酯缓释片
晋新泰,单硝酸异山梨酯缓释片
莫诺美地,单硝酸异山梨酯缓释片
瑞德明,单硝酸异山梨酯缓释片
伊贝特,单硝酸异山梨酯胶囊
力唯,单硝酸异山梨酯胶囊
山苏,单硝酸异山梨酯胶囊
诺可达,单硝酸异山梨酯氯化钠注射液
格芬达,单硝酸异山梨酯氯化钠注射液
欣康,单硝酸异山梨酯氯化钠注射液
丹佐,单硝酸异山梨酯氯化钠注射液
华仁欣舒,单硝酸异山梨酯氯化钠注射液
安兰舒,单硝酸异山梨酯氯化钠注射液
达芬舒吉,单硝酸异山梨酯喷雾剂
欣康,单硝酸异山梨酯片
伊索曼,单硝酸异山梨酯片
欣泰,单硝酸异山梨酯片
欣乐,单硝酸异山梨酯片
盘得高,单硝酸异山梨酯片
丹佐,单硝酸异山梨酯片
爱欣莫尔,单硝酸异山梨酯片
艾复咛,单硝酸异山梨酯片
科尔乐,单硝酸异山梨酯葡萄糖注射液
千新,单硝酸异山梨酯葡萄糖注射液
赛达林,单硝酸异山梨酯葡萄糖注射液
奇豪,单硝酸异山梨酯葡萄糖注射液
丰诺,单硝酸异山梨酯葡萄糖注射液
狄苏尼,单硝酸异山梨酯葡萄糖注射液
艾麦舒,单硝酸异山梨酯注射液
欣康,单硝酸异山梨酯注射液
舒亚,单硝酸异山梨酯注射液
开韦夫,单硝酸异山梨酯注射液
格芬达,单硝酸异山梨酯注射液
英康利,胆维丁乳
谓舒长通,胆汁槟榔维B1胶囊
思迈克,胆汁槟榔维B2胶囊
克狄佳,蛋氨酸重酒石酸胆碱片
菲普利,蛋白琥珀酸铁口服溶液
云克,锝[99Tc]亚甲基二膦酸盐注射液
澳医保灵,灯盏花素片
朗瑞西乐,灯盏花素葡萄糖注射液
赛博利,低分子肝素钙注射液
尤尼舒,低分子肝素钙注射液
希弗全,低分子肝素钙注射液
博璞青,低分子肝素钙注射液
速碧林,低分子肝素钙注射液
天普洛宁,低分子肝素钙注射液
万脉舒,低分子肝素钙注射液
万脉舒,低分子量肝素钙注射液
尤尼舒,低分子量肝素钙注射液
速碧林,低分子量肝素钙注射液
博璞青,低分子量肝素钙注射液
海普宁,低分子量肝素钠注射液
诺易平,低分子量肝素钠注射液
赛络喜平,低分子量肝素钠注射液
齐征,低分子量肝素钠注射液
克赛,低分子量肝素钠注射液
吉派林,低分子量肝素钠注射液
万苏林 (中效胰岛素),低精蛋白锌胰岛素注射液
甘舒霖N(笔芯),低精蛋白重组人胰岛素注射液
迪爽,滴鼻用安乃近溶液片
葛泰,地奥司明片
爱脉朗,地奥司明片
康乐,地巴唑片
蒽林软膏,地蒽酚软膏
优宁,地氟烷
优宁,地氟烷溶液
可力,地高辛片
迪红,地红霉素肠溶胶囊
红极第,地红霉素肠溶胶囊
路迪,地红霉素肠溶胶囊
罗可辛,地红霉素肠溶胶囊
奇立妥,地红霉素肠溶胶囊
怡力昕,地红霉素肠溶胶囊
毕正,地红霉素肠溶片
域大,地红霉素肠溶片
迪迈欣,地红霉素肠溶片
派盛,地红霉素肠溶片
平力达,地红霉素肠溶片
严尽,地红霉素肠溶片
恩瑞格,地拉罗司分散片
芙必叮,地氯雷他定分散片
芙必叮,地氯雷他定干混悬剂
地恒赛,地氯雷他定片
信敏汀,地氯雷他定片
恩理思,地氯雷他定片
芙必叮,地氯雷他定片
信散汀,地氯雷他定片
力言卓,地奈德乳膏
莱索文,地奈德洗剂
普贝生,地诺前列酮栓
欣普贝生,地诺前列酮栓
达芙通,地屈孕酮片
利美达松,地塞米松棕榈酸酯注射液
多力生,地塞米松棕榈酸酯注射液
诺和平®特充,地特胰岛素
诺和平,地特胰岛素注射液
安定片,地西泮片
安定,地西泮注射液
京常乐,地衣芽孢杆菌活菌胶囊
整肠生,地衣芽孢杆菌活菌胶囊
整肠生,地衣芽孢杆菌活菌颗粒
加罗宁,地佐辛注射液
泻立停,颠茄磺苄啶片
利卡汀,碘[131I]美妥昔单抗注射液
三代显,碘比醇注射液
安射力,碘佛醇注射液
欧乃派克,碘海醇注射液
欧苏,碘海醇注射液
双北,碘海醇注射液
枢刻明,碘海醇注射液
声宝,碘化铵含片
超液态碘化油,碘化油注射液
海普,碘解磷定注射液
威视派克,碘克沙醇注射液
典迈伦,碘美普尔注射液
典比乐,碘帕醇注射液
优维显,碘普罗胺注射液
伊索显,碘曲仑注射液
可润,丁苯羟酸乳膏
舒夫林（丁苯羟酸乳膏）,丁苯羟酸乳膏
恩必普,丁苯酞软胶囊
若思本,丁丙诺啡透皮贴剂
思美泰,丁二磺酸腺苷蛋氨酸肠溶片
雅皓,丁硼乳膏
尤伯松,丁酸氢化可的松乳膏
尤卓尔,丁酸氢化可的松乳膏
解痉灵,丁溴东莨菪碱胶囊
百舒平,丁溴东莨菪碱注射液
解痉灵针,丁溴东莨菪碱注射液
可弥特,东莨菪碱贴片
海威克,冻干甲型肝炎减毒活疫苗
维赛瑞吉,冻干甲型肝炎减毒活疫苗
博欣,冻干静脉注射用人免疫球蛋白
长生迅抗,冻干静脉注射用人免疫球蛋白
冻干低PH静脉注射用人血丙种球蛋白,冻干静脉注射用人免疫球蛋白（PH4）
舒平莱士,冻干人凝血酶
武生欣宁,冻干人用狂犬病疫苗（Vero细胞）
见林,冻干外用重组牛碱性成纤维细胞生长因子
新活素,冻干重组人脑利钠肽
布罗纳泰,冻干重组人脑利钠肽
毒毛苷k,毒毛花苷k注射液
维力通,独一味片
安福达,度他雄胺软胶囊
百普素,短肽型肠内营养（粉剂）
百普力,短肽型肠内营养混悬液（SP）
力克菲蒺,对氨基水杨酸异烟肼片
百服咛,对乙酰氨基酚滴剂
施宁,对乙酰氨基酚干混悬剂
宜利妙,对乙酰氨基酚干混悬剂
泰诺林,对乙酰氨基酚缓释片
倍乐信,对乙酰氨基酚缓释片
泰诺林,对乙酰氨基酚混悬滴剂
泰诺林,对乙酰氨基酚混悬液
百服咛,对乙酰氨基酚咀嚼片
斯耐普,对乙酰氨基酚颗粒
泰诺林,对乙酰氨基酚口服混悬液
百服咛,对乙酰氨基酚口服溶液
安怡 ,对乙酰氨基酚口服溶液
帕拉辛 ,对乙酰氨基酚口服溶液
尔合依,对乙酰氨基酚凝胶
必理通,对乙酰氨基酚片
泰诺林,对乙酰氨基酚片
清朗,对乙酰氨基酚片
保达琳,对乙酰氨基酚片
绿岛金刚 ,对乙酰氨基酚片
百服宁,对乙酰氨基酚溶液
美多芭,多巴丝肼片
喜辽妥,多磺酸粘多糖乳膏
沂可隆,多库酯钠片
呗呗嘿,多廿烷醇片
邦能,多潘立酮分散片
吗丁啉,多潘立酮混悬液
吗丁啉,多潘立酮片
恒邦,多潘立酮片
丽美啉,多潘立酮片
多虑平片,多塞平片
凯宝川苧,多索茶碱胶囊
安赛玛,多索茶碱颗粒
安赛玛,多索茶碱口服溶液
枢维新,多索茶碱片
安赛玛,多索茶碱片
新茜平 ,多索茶碱片
新西平,多索茶碱葡萄糖注射液
纳德来,多索茶碱葡萄糖注射液
迈平希,多索茶碱葡萄糖注射液
舒志,多索茶碱葡萄糖注射液
中宝索迪,多索茶碱葡萄糖注射液
安利诺尔 ,多索茶碱葡萄糖注射液
菲特艾斯,多索茶碱葡萄糖注射液
绿萌,多索茶碱葡萄糖注射液
帅安 ,多索茶碱葡萄糖注射液
奕利,多索茶碱葡萄糖注射液
安赛玛,多索茶碱注射液
枢维新,多索茶碱注射液
索霁 ,多索茶碱注射液
红源达,多糖铁复合物胶囊
力蜚能,多糖铁复合物胶囊
特威凯,多替拉韦钠片
冠迪,多维赖氨酸糖浆
维康福,多维片(6)
小施尔康,多维生素滴剂
康耐得,多维元素胶囊(13)
金维康,多维元素胶囊（15）
金施尔康,多维元素片
白金施尔康 ,多维元素片
21金维他,多维元素片(21)
桑海金维,多维元素片（21）
善存,多维元素片（29）
易优瑞康,多西他赛注射液
艾素,多西他赛注射液
奥名润,多西他赛注射液
斯曲帝,多西他赛注射液
希存,多西他赛注射液
多帕菲,多西他赛注射液
泰索帝,多西他赛注射液
易善复,多烯磷脂酰胆碱胶囊
易善复,多烯磷脂酰胆碱注射液
易必生,多烯磷脂酰胆碱注射液
脉乐康,多烯酸乙酯胶丸
脉乐康,多烯酸乙酯软胶囊
派达益儿,多种微量元素注射液(Ⅰ)
佳乐同怡,多种微量元素注射液(Ⅱ)
安达美,多种微量元素注射液(Ⅱ)
多维康,多种微量元素注射液(Ⅱ)
信泰美 ,多种微量元素注射液(Ⅱ)
杜迪,莪术油葡萄糖注射液
普利宁,厄贝沙坦胶囊
伊泰青,厄贝沙坦胶囊
伊康宁,厄贝沙坦胶囊
科苏 ,厄贝沙坦胶囊
吉加,厄贝沙坦片
格平,厄贝沙坦片
伊达力,厄贝沙坦片
安博维,厄贝沙坦片
苏适,厄贝沙坦片
若朋,厄贝沙坦片
科苏,厄贝沙坦片
安来,厄贝沙坦片
甘悦喜,厄贝沙坦片
安利博,厄贝沙坦氢氯噻嗪胶囊
安博诺,厄贝沙坦氢氯噻嗪片
倍悦,厄贝沙坦氢氯噻嗪片
依伦平,厄贝沙坦氢氯噻嗪片
阿多停,厄多司坦胶囊
坦通,厄多司坦胶囊
和坦,厄多司坦胶囊
露畅,厄多司坦片
易使宁,恩氟烷
康普莱,恩曲利替片
珂丹,恩他卡朋片
润众,恩替卡韦分散片
恩甘定,恩替卡韦胶囊
博路定,恩替卡韦片
贝得宁,儿童咳液
迪巧,儿童维D钙咀嚼片
巨力新,二氟尼柳胶囊
优尼森,二氟尼柳片
宁湖舒欣,二氟尼柳片
拉帕替尼,二甲苯磺酸拉帕替尼片
格爽,二甲双胍格列本脲胶囊
泰比,二甲双胍格列本脲胶囊
甘利可夫,二甲双胍格列本脲胶囊
可麦宁 ,二甲双胍格列本脲胶囊
拿迅 ,二甲双胍格列本脲胶囊
普乐康尼 ,二甲双胍格列本脲胶囊
齐亭 ,二甲双胍格列本脲胶囊
维夷 ,二甲双胍格列本脲胶囊
兆威 ,二甲双胍格列本脲胶囊
棠苹,二甲双胍格列本脲片
立生源,二甲双胍格列本脲片
邦棠定,二甲双胍格列本脲片
格万斯 ,二甲双胍格列本脲片（Ⅰ）
安禾,二甲双胍格列本脲片（Ⅰ）
唐贝康,二甲双胍格列本脲片（Ⅰ）
威能,二甲双胍格列本脲片（Ⅰ）
唐柯柠,二甲双胍格列本脲片（Ⅰ）
联合唐定,二甲双胍格列本脲片（Ⅰ）
美佳特,二甲双胍格列本脲片（Ⅰ）
惠络平,二甲双胍格列本脲片（Ⅰ）
瑞联,二甲双胍格列本脲片（Ⅰ）
双平乐,二甲双胍格列本脲片（Ⅰ）
联将,二甲双胍格列本脲片（Ⅰ）
万苏琪,二甲双胍格列本脲片（Ⅰ）
可瑞特,二甲双胍格列本脲片（Ⅰ）
利力乐,二甲双胍格列本脲片（Ⅰ）
宜沙宁,二甲双胍格列本脲片（Ⅰ）
双格宁,二甲双胍格列本脲片（Ⅰ）
乙可夫,二甲双胍格列本脲片（Ⅰ）
双利,二甲双胍格列本脲片（Ⅰ）
立将,二甲双胍格列本脲片（Ⅰ）
思宜,二甲双胍格列本脲片（Ⅰ）
唐平,二甲双胍格列本脲片（Ⅰ）
君复乐,二甲双胍格列本脲片（Ⅰ）
唐瑞平,二甲双胍格列本脲片（Ⅰ）
立生源,二甲双胍格列本脲片（Ⅰ）
绛兮,二甲双胍格列本脲片（Ⅰ）
金平唐,二甲双胍格列本脲片（Ⅰ）
一孚芸,二甲双胍格列本脲片(Ⅱ)
拜康,二甲双胍格列本脲片(Ⅱ)
联将,二甲双胍格列本脲片(Ⅱ)
利力诺,二甲双胍格列本脲片(Ⅱ)
开悦,二甲双胍格列吡嗪片
度和,二甲双胍格列齐特片
齐致平,二甲双胍格列齐特片
文达敏,二甲双胍马来酸罗格列酮片
宜合瑞,二甲双胍维格列汀片(III)
希尔生,二硫化硒洗剂
博朗,二氯乙酸二异丙胺胶囊
博朗,二氯乙酸二异丙胺片
济民克定,二羟丙茶碱氯化钠注射液
天泉息宁,二羟丙茶碱氯化钠注射液
喘定,二羟丙茶碱注射液
新瑙力隆 (脑力隆),二维三七桂利嗪胶囊
依伦定,二乙酰氨乙酸乙二胺氯化钠注射液
新凝灵,二乙酰氨乙酸乙二胺氯化钠注射液
丹泉,二乙酰氨乙酸乙二胺氯化钠注射液
君怡,二乙酰氨乙酸乙二胺氯化钠注射液
柏芮,二乙酰氨乙酸乙二胺氯化钠注射液
艾米斯,二乙酰氨乙酸乙二胺氯化钠注射液
邦止林新,二乙酰氨乙酸乙二胺氯化钠注射液
欣加吉,二乙酰氨乙酸乙二胺氯化钠注射液
红亭,二乙酰氨乙酸乙二胺氯化钠注射液
长富素,二乙酰氨乙酸乙二胺氯化钠注射液
一芷,二乙酰氨乙酸乙二胺氯化钠注射液
德益宁,二乙酰氨乙酸乙二胺氯化钠注射液
诺止林,二乙酰氨乙酸乙二胺氯化钠注射液
瞬灵,二乙酰氨乙酸乙二胺氯化钠注射液
邦林,二乙酰氨乙酸乙二胺氯化钠注射液
阿法多芬,二乙酰氨乙酸乙二胺注射液
华克盾 ,二乙酰氨乙酸乙二胺注射液
奈安 ,二乙酰氨乙酸乙二胺注射液
速祉 ,二乙酰氨乙酸乙二胺注射液
法罗,螺旋霉素片
优得克,法罗培南钠颗粒
忾林,法罗培南钠颗粒
君迪,法罗培南钠片
蓓芙 ,法罗培南钠片
迪哌® ,法罗培南钠片
高益® ,法罗培南钠片
凯速特,法莫替丁分散片
道安,法莫替丁分散片
唯诺平,法莫替丁钙镁咀嚼片
仕卫,法莫替丁钙镁咀嚼片
津诺,法莫替丁钙镁咀嚼片
谓屏 ,法莫替丁钙镁咀嚼片
贝兰德,法莫替丁咀嚼片
盖世特,法莫替丁颗粒
天泉维欣,法莫替丁氯化钠注射液
滨欣 ,法莫替丁氯化钠注射液
丁缓 ,法莫替丁氯化钠注射液
朵颐 ,法莫替丁氯化钠注射液
捷可达 ,法莫替丁氯化钠注射液
唯天 ,法莫替丁氯化钠注射液
高舒达,法莫替丁片
信法丁,法莫替丁片
利洛兰,法莫替丁葡萄糖注射液
安威特 ,法莫替丁葡萄糖注射液
博拉康唯 ,法莫替丁葡萄糖注射液
信法丁,法莫替丁注射液
京瑞宁,法莫替丁注射液
瑞洛素,法莫替丁注射液
潘特生,泛硫乙胺胶囊
仙林纳,泛昔洛韦胶囊
彼欣,泛昔洛韦胶囊
明立欣 ,泛昔洛韦胶囊
万祺,泛昔洛韦颗粒剂
诺克,泛昔洛韦片
海正韦克,泛昔洛韦片
凡乐,泛昔洛韦片
丽珠风,泛昔洛韦片
舒胆灵,非布丙醇胶丸
风定宁,非布司他片
优立通,非布司他片
瑞扬,非布司他片
联环笑定,非洛地平缓释胶囊
康宝得维,非洛地平缓释片
波依定,非洛地平缓释片
波啡克,非洛地平缓释片
立诺 ,非洛地平缓释片
联环尔定,非洛地平片
可立平 ,非洛地平片
再安列,非那雄胺分散片
士怡,非那雄胺胶囊
孚列,非那雄胺胶囊
多晒,非那雄胺胶囊
意安林,非那雄胺胶囊
隆通,非那雄胺胶囊
亦通 ,非那雄胺胶囊
利尔泉 ,非那雄胺胶囊
保列治,非那雄胺片
卡波,非那雄胺片
保法止,非那雄胺片
艾仕列,非那雄胺片
如川,非那雄胺片
蓝乐,非那雄胺片
星保,非那雄胺片
合舒,非那雄胺片
杰列青,非那雄胺片
易安林,非那雄胺片
沥舒,非那雄胺片
千诺林,非那雄胺片
易优瑞欣,非那雄胺片
葆利安 ,非那雄胺片
立同 ,非那雄胺片
吉优 ,非那雄胺片
奎安 ,非那雄胺片
浦列安 ,非那雄胺片
普洛平 ,非那雄胺片
前力欣 ,非那雄胺片
司君宜 ,非那雄胺片
恬舒新 ,非那雄胺片
先立晓 ,非那雄胺片
易如特 ,非那雄胺片
逸舒升 ,非那雄胺片
太韦络,非诺贝特分散片
利必非,非诺贝特缓释胶囊
美利普特,非诺贝特缓释胶囊
力平之,非诺贝特胶囊
冠之柠,非诺贝特咀嚼片
可立清,非诺贝特微粉颗粒
依可力,非普拉宗片
芬太克,芬太尼透皮贴剂
多瑞吉,芬太尼透皮贴剂
朴感敏,酚氨咖敏片
尼基,酚磺乙胺氯化钠注射液
安迪欣,酚磺乙胺氯化钠注射液
恒智,酚磺乙胺葡萄糖注射液
普乐宁,酚咖颗粒
加合百服宁,酚咖片
泰诺,酚麻美敏混悬液
恺诺,酚麻美敏胶囊
泰诺,酚麻美敏咀嚼片
泰诺,酚麻美敏颗粒
祺尔百服咛,酚麻美敏口服溶液
泰诺,酚麻美敏口服溶液
彤贝得,酚麻美敏口服溶液
苏复 ,酚麻美敏口服溶液
童安信 ,酚麻美敏口服溶液
泰诺,酚麻美敏片
新帕尔克 ,酚麻美敏片
灵诺,酚麻美软胶囊
泰晶,酚美愈伪麻分散片
果导,酚酞片
畅迪,粉尘螨滴剂
畅点,粉尘螨皮肤点刺诊断试剂盒
PZC,奋乃静片
禾邦,风寒感冒颗粒
夫司名,夫西地酸滴眼液
奥络,夫西地酸乳膏
立思丁,夫西地酸乳膏
坦啶,呋喃妥因片
痢特灵片,呋喃唑酮片
速尿针,呋塞米注射液
倍欣,伏格列波糖片
华怡平 ,伏格列波糖片
莱立康,伏立康唑片
威凡,伏立康唑片
欧可芬,氟比洛芬钠滴眼液
凯纷,氟比洛芬酯注射液
来适可缓释片,氟伐他汀钠缓释片
来适可,氟伐他汀钠胶囊
布特,氟芬那酸丁酯软膏
